RespId	ExpId	Username	Cond	Result	Block	Target	Response	Distractors	Infl.distract	Colour.result	Number.result	Response.time	Unseen	Target.training	Target.training.views
83a27676q-348d-b658-6bbc_63	83a27676q-348d-b658-6bbc	A2GA29WTMFW2W	Random	FALSE	3	kalitimu	kalivoti	kalisuvo,kalisumu,kalivoti	TRUE	FALSE	TRUE	2891	FALSE	NA	2
83a27676q-348d-b658-6bbc_64	83a27676q-348d-b658-6bbc	A2GA29WTMFW2W	Random	TRUE	3	sobasuvo	sobasuvo	sobavoti,sobamuti,sobasumu	TRUE	TRUE	TRUE	5313	FALSE	NA	4
83a27676q-348d-b658-6bbc_65	83a27676q-348d-b658-6bbc	A2GA29WTMFW2W	Random	TRUE	3	kalitida	kalitida	kalitivo,kalinida,kalinivo	TRUE	TRUE	TRUE	10993	FALSE	NA	4
83a27676q-348d-b658-6bbc_66	83a27676q-348d-b658-6bbc	A2GA29WTMFW2W	Random	FALSE	3	fugitivo	fugitida	fugidani,fugitida,fuginivo	TRUE	FALSE	TRUE	3088	TRUE	NA	0
83a27676q-348d-b658-6bbc_67	83a27676q-348d-b658-6bbc	A2GA29WTMFW2W	Random	FALSE	3	kalivosu	kalimusu	kalivoti,kalimusu,kalitimu	TRUE	FALSE	TRUE	2970	TRUE	NA	0
83a27676q-348d-b658-6bbc_68	83a27676q-348d-b658-6bbc	A2GA29WTMFW2W	Random	TRUE	3	fugitida	fugitida	fugitimu,fugimuni,fugidani	TRUE	TRUE	TRUE	5192	FALSE	NA	4
9e51e398q-571b-c470-d4f3_1	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	nikasuvo	nikasuvo	nikadati,nikasuda,nikativo	TRUE	TRUE	TRUE	6409	FALSE	NA	2
9e51e398q-571b-c470-d4f3_2	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	fugidati	fugidati	fugitivo,fugisuvo,fugisuda	TRUE	TRUE	TRUE	4224	FALSE	NA	2
9e51e398q-571b-c470-d4f3_3	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	nikasuvo	nikasuvo	kalisuvo,sobasuvo,fugisuvo	FALSE	TRUE	TRUE	7979	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_4	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	1	sobativo	sobadati	sobadati,sobasuda,sobasuvo	TRUE	FALSE	TRUE	4205	FALSE	NA	2
9e51e398q-571b-c470-d4f3_5	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	1	fugisuda	fugisuvo	fugitivo,fugidati,fugisuvo	TRUE	FALSE	TRUE	7650	FALSE	NA	2
9e51e398q-571b-c470-d4f3_6	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	sobasuvo	sobasuvo	sobativo,sobasuda,sobadati	TRUE	TRUE	TRUE	4405	FALSE	NA	2
9e51e398q-571b-c470-d4f3_7	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	fugisuda	fugisuda	sobasuda,kalisuda,nikasuda	FALSE	TRUE	TRUE	4443	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_8	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	kalidati	kalidati	sobadati,nikadati,fugidati	FALSE	TRUE	TRUE	5254	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_9	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	1	kalitivo	kalidati	kalisuda,kalisuvo,kalidati	TRUE	FALSE	TRUE	3551	FALSE	NA	2
9e51e398q-571b-c470-d4f3_10	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	1	sobativo	sobativo	nikativo,fugitivo,kalitivo	FALSE	TRUE	TRUE	3631	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_11	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	1	nikasuda	nikasuvo	nikadati,nikasuvo,nikativo	TRUE	FALSE	TRUE	4050	FALSE	NA	2
9e51e398q-571b-c470-d4f3_12	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	1	kalidati	kalitivo	kalitivo,kalisuda,kalisuvo	TRUE	FALSE	TRUE	3956	FALSE	NA	2
9e51e398q-571b-c470-d4f3_13	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	nikasuda	nikasuda	nikadani,nikasumu,nikamuni	TRUE	TRUE	TRUE	7439	FALSE	NA	3
9e51e398q-571b-c470-d4f3_14	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	sobadani	sobamuti	sobamuni,sobamuti,sobadati	TRUE	FALSE	FALSE	4894	FALSE	NA	1
9e51e398q-571b-c470-d4f3_15	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	fuginivo	fugimuni	fugitivo,fugimuni,fugimuti	TRUE	FALSE	TRUE	4965	FALSE	NA	1
9e51e398q-571b-c470-d4f3_16	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	kalidati	kalimuni	kalidani,kalimuni,kalimuti	TRUE	FALSE	FALSE	6650	FALSE	NA	3
9e51e398q-571b-c470-d4f3_17	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	nikasuvo	nikasuvo	nikamuti,nikativo,nikasumu	TRUE	TRUE	TRUE	3585	FALSE	NA	3
9e51e398q-571b-c470-d4f3_18	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	kalimuti	kalimuti	sobamuti,nikamuti,fugimuti	FALSE	TRUE	TRUE	6064	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_19	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	fugisuda	fugisuvo	fugidani,fuginivo,fugisuvo	TRUE	FALSE	TRUE	4516	FALSE	NA	3
9e51e398q-571b-c470-d4f3_20	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	nikasumu	nikamuni	nikamuni,nikanivo,nikasuvo	TRUE	TRUE	FALSE	4429	FALSE	NA	1
9e51e398q-571b-c470-d4f3_21	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	nikamuni	nikamuni	nikativo,nikamuti,nikanivo	TRUE	TRUE	TRUE	4944	FALSE	NA	1
9e51e398q-571b-c470-d4f3_22	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	sobamuni	sobasuda	sobasuda,sobadani,sobasumu	TRUE	FALSE	FALSE	4713	FALSE	NA	1
9e51e398q-571b-c470-d4f3_23	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	sobasuvo	sobasuvo	sobasuda,sobativo,sobadati	TRUE	TRUE	TRUE	3626	FALSE	NA	3
9e51e398q-571b-c470-d4f3_24	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	kalitivo	kalisuvo	kalisuvo,kalisumu,kalimuti	TRUE	TRUE	FALSE	3713	FALSE	NA	3
9e51e398q-571b-c470-d4f3_25	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	kalimuti	kalimuti	kalimuni,kalidati,kalidani	TRUE	TRUE	TRUE	4212	FALSE	NA	1
9e51e398q-571b-c470-d4f3_26	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	sobativo	sobativo	sobanivo,sobadani,sobadati	TRUE	TRUE	TRUE	4864	FALSE	NA	3
9e51e398q-571b-c470-d4f3_27	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	fugimuni	fugimuni	fugisumu,fugidani,fugisuda	TRUE	TRUE	TRUE	3863	FALSE	NA	1
9e51e398q-571b-c470-d4f3_28	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	2	kalimuni	kalimuti	kalimuti,kalidati,kalidani	TRUE	TRUE	FALSE	6478	FALSE	NA	1
9e51e398q-571b-c470-d4f3_29	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	fugidati	fugidati	fugisuda,fugitivo,fugisuvo	TRUE	TRUE	TRUE	2622	FALSE	NA	3
9e51e398q-571b-c470-d4f3_30	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	2	fugidani	fugidani	nikadani,sobadani,kalidani	FALSE	TRUE	TRUE	5935	TRUE	NA	NA
9e51e398q-571b-c470-d4f3_31	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	sobasuvo	sobasuvo	sobamuti,sobasumu,sobativo	TRUE	TRUE	TRUE	6720	FALSE	NA	4
9e51e398q-571b-c470-d4f3_32	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	sobadani	sobadani	sobasuda,sobamuni,sobasumu	TRUE	TRUE	TRUE	6559	FALSE	NA	2
9e51e398q-571b-c470-d4f3_33	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	sobamuti	sobadati	sobasumu,sobasuda,sobadati	TRUE	FALSE	TRUE	3461	TRUE	NA	0
9e51e398q-571b-c470-d4f3_34	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikamuti	nikativo	nikativo,nikanivo,nikamuni	TRUE	FALSE	TRUE	5699	TRUE	NA	0
9e51e398q-571b-c470-d4f3_35	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	kalimuni	kalisumu	kalidani,kalisuda,kalisumu	TRUE	TRUE	FALSE	6964	FALSE	NA	2
9e51e398q-571b-c470-d4f3_36	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	kalisumu	kalisumu	kalimuni,kalinivo,kalisuvo	TRUE	TRUE	TRUE	3931	TRUE	NA	0
9e51e398q-571b-c470-d4f3_37	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	fugimuni	fugimuni	fugitivo,fugimuti,fuginivo	TRUE	TRUE	TRUE	5810	FALSE	NA	2
9e51e398q-571b-c470-d4f3_38	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	sobasumu	nikasumu	nikasumu,fugisumu,kalisumu	FALSE	TRUE	TRUE	6389	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_39	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	fugidati	fugidati	fugimuni,fugimuti,fugidani	TRUE	TRUE	TRUE	2469	FALSE	NA	4
9e51e398q-571b-c470-d4f3_40	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	sobasumu	sobasumu	sobanivo,sobasuvo,sobamuni	TRUE	TRUE	TRUE	5105	FALSE	NA	1
9e51e398q-571b-c470-d4f3_41	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	sobamuni	sobanivo	sobanivo,sobamuti,sobativo	TRUE	FALSE	TRUE	3342	FALSE	NA	2
9e51e398q-571b-c470-d4f3_42	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	fuginivo	fugimuni	fugisumu,fugisuvo,fugimuni	TRUE	FALSE	TRUE	3832	FALSE	NA	2
9e51e398q-571b-c470-d4f3_43	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	kalidani	kalidati	kalidati,kalimuti,kalimuni	TRUE	TRUE	FALSE	4761	FALSE	NA	1
9e51e398q-571b-c470-d4f3_44	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	fugimuti	fugidati	fugidati,fugidani,fugimuni	TRUE	FALSE	TRUE	5611	FALSE	NA	1
9e51e398q-571b-c470-d4f3_45	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	kalidati	kalidati	kalinivo,kalidani,kalitivo	TRUE	TRUE	TRUE	6140	FALSE	NA	4
9e51e398q-571b-c470-d4f3_46	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikasuda	nikasuvo	nikanivo,nikadani,nikasuvo	TRUE	FALSE	TRUE	3342	FALSE	NA	4
9e51e398q-571b-c470-d4f3_47	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	kalitivo	kalinivo	kalinivo,kalidani,kalidati	TRUE	TRUE	FALSE	5015	FALSE	NA	4
9e51e398q-571b-c470-d4f3_48	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikanivo	nikamuni	nikasumu,nikamuni,nikasuvo	TRUE	FALSE	TRUE	6578	FALSE	NA	1
9e51e398q-571b-c470-d4f3_49	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	fugitivo	fugidani	fugidati,fuginivo,fugidani	TRUE	FALSE	FALSE	4976	TRUE	NA	0
9e51e398q-571b-c470-d4f3_50	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	fugidani	fugimuni	fugisuda,fugimuni,fugisumu	TRUE	FALSE	TRUE	4267	TRUE	NA	0
9e51e398q-571b-c470-d4f3_51	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikativo	nikadati	nikadati,nikadani,nikanivo	TRUE	FALSE	TRUE	7196	FALSE	NA	1
9e51e398q-571b-c470-d4f3_52	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	kalimuti	kalimuti	kalisuvo,kalisumu,kalitivo	TRUE	TRUE	TRUE	3376	FALSE	NA	2
9e51e398q-571b-c470-d4f3_53	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikadani	nikanivo	nikasuvo,nikanivo,nikasuda	TRUE	FALSE	TRUE	5342	TRUE	NA	0
9e51e398q-571b-c470-d4f3_54	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	fugisuvo	fugisuvo	fugisumu,fugitivo,fugimuti	TRUE	TRUE	TRUE	3070	FALSE	NA	1
9e51e398q-571b-c470-d4f3_55	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikasuvo	nikasuda	nikadani,nikanivo,nikasuda	TRUE	FALSE	TRUE	4103	FALSE	NA	4
9e51e398q-571b-c470-d4f3_56	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	sobanivo	sobasumu	sobasumu,sobamuni,sobasuvo	TRUE	FALSE	FALSE	6507	TRUE	NA	0
9e51e398q-571b-c470-d4f3_57	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	kalisuvo	kalimuti	kalisumu,kalitivo,kalimuti	TRUE	FALSE	FALSE	4936	TRUE	NA	0
9e51e398q-571b-c470-d4f3_58	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	sobasuda	sobasuda	sobadati,sobasumu,sobamuti	TRUE	TRUE	TRUE	3333	TRUE	NA	0
9e51e398q-571b-c470-d4f3_59	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	kalisuda	kalidani	kalidani,kalisuvo,kalinivo	TRUE	TRUE	FALSE	4533	FALSE	NA	1
9e51e398q-571b-c470-d4f3_60	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	nikadati	nikadati	nikativo,nikadani,nikanivo	TRUE	TRUE	TRUE	5208	TRUE	NA	0
9e51e398q-571b-c470-d4f3_61	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	fugisumu	fugisumu	fugimuti,fugisuda,fugidati	TRUE	TRUE	TRUE	11928	TRUE	NA	0
9e51e398q-571b-c470-d4f3_62	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikanivo	sobanivo	sobanivo,fuginivo,kalinivo	FALSE	TRUE	TRUE	5962	FALSE	NA	NA
9e51e398q-571b-c470-d4f3_63	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikamuni	nikasuvo	nikasumu,nikasuvo,nikanivo	TRUE	FALSE	FALSE	5668	FALSE	NA	2
9e51e398q-571b-c470-d4f3_64	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	sobadati	sobasuda	sobamuti,sobasuda,sobasumu	TRUE	TRUE	FALSE	3254	FALSE	NA	1
9e51e398q-571b-c470-d4f3_65	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	sobativo	sobasuvo	sobasuvo,sobamuti,sobasumu	TRUE	TRUE	FALSE	5343	FALSE	NA	4
9e51e398q-571b-c470-d4f3_66	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	nikasumu	nikasuda	nikadati,nikasuda,nikamuti	TRUE	FALSE	TRUE	7120	FALSE	NA	2
9e51e398q-571b-c470-d4f3_67	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	FALSE	3	fugisuda	fugisumu	fugimuni,fugisumu,fugidani	TRUE	FALSE	TRUE	5201	FALSE	NA	4
9e51e398q-571b-c470-d4f3_68	9e51e398q-571b-c470-d4f3	A7TI4X4LRGQA0	Complex	TRUE	3	kalinivo	kalinivo	kalitivo,kalidani,kalidati	TRUE	TRUE	TRUE	6812	TRUE	NA	0
8ea6161cq-af87-379d-2ed9_1	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	sobavoti	sobavoti	sobatida,sobadasu,sobavosu	TRUE	TRUE	TRUE	11063	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_2	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	1	kalitida	fugidati	sobatida,nikatida,fugidati	FALSE	TRUE	TRUE	8481	FALSE	NA	NA
8ea6161cq-af87-379d-2ed9_3	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	1	nikadasu	nikavosu	nikavosu,nikavoti,nikadati	TRUE	FALSE	TRUE	6847	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_4	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	nikavosu	nikavosu	fugivosu,sobasuvo,kalisuvo	FALSE	TRUE	TRUE	5925	FALSE	NA	NA
8ea6161cq-af87-379d-2ed9_5	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	1	kalivoti	kalitida	kalisuda,kalivosu,kalitida	TRUE	FALSE	TRUE	8080	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_6	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	fugitida	fugitida	fugivoti,fugisuvo,fugidasu	TRUE	TRUE	TRUE	8120	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_7	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	1	fugisuda	fugivosu	fugivosu,fugivoti,fugidati	TRUE	FALSE	TRUE	29403	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_8	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	1	sobavoti	kalitivo	kalitivo,fugitivo,nikativo	FALSE	TRUE	TRUE	12742	FALSE	NA	NA
8ea6161cq-af87-379d-2ed9_9	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	fugidasu	fugidasu	sobasuda,kalisuda,nikasuda	FALSE	TRUE	TRUE	4744	FALSE	NA	NA
8ea6161cq-af87-379d-2ed9_10	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	sobavosu	sobavosu	sobadasu,sobadati,sobavoti	TRUE	TRUE	TRUE	6747	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_11	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	nikavosu	nikavosu	nikavoti,nikatida,nikasuda	TRUE	TRUE	TRUE	5628	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_12	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	1	kalidati	kalidati	kalisuvo,kalitivo,kalisuda	TRUE	TRUE	TRUE	4055	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_13	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	fuginivo	fuginivo	fugimuti,fuginimu,fugivoti	TRUE	TRUE	TRUE	7354	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_14	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	nikasuda	nikasuda	nikadani,nikanimu,nikamusu	TRUE	TRUE	TRUE	5526	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_15	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	nikamusu	nikamusu	nikasuvo,nikamuni,nikavoni	TRUE	TRUE	TRUE	5081	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_16	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	sobanida	sobanida	sobadati,sobamuti,sobanimu	TRUE	TRUE	TRUE	14774	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_17	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	2	kalimuti	kalitida	kalidani,kalitida,kalinimu	TRUE	FALSE	TRUE	4287	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_18	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	2	kalimuni	kalimuti	kalidati,kalidani,kalimuti	TRUE	TRUE	FALSE	7443	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_19	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	kalitida	kalitida	kalitimu,kalinida,kalinimu	TRUE	TRUE	TRUE	5371	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_20	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	2	kalitimu	sobamuti	sobamuti,nikamuti,fugimuti	FALSE	TRUE	TRUE	19011	FALSE	NA	NA
8ea6161cq-af87-379d-2ed9_21	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	sobanimu	sobanimu	sobasuda,sobadani,sobasumu	TRUE	TRUE	TRUE	5814	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_22	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	kalitivo	kalitivo	kalisuvo,kalimusu,kalimuti	TRUE	TRUE	TRUE	13835	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_23	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	nikanimu	nikanimu	nikanivo,nikatimu,nikativo	TRUE	TRUE	TRUE	7359	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_24	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	fugidani	fugidani	sobanida,nikadani,kalidani	FALSE	TRUE	TRUE	7000	TRUE	NA	NA
8ea6161cq-af87-379d-2ed9_25	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	fugimuni	fugimuni	fugidani,fugidasu,fugimusu	TRUE	TRUE	TRUE	5863	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_26	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	2	sobavoti	sobanivo	sobadati,sobadani,sobanivo	TRUE	TRUE	FALSE	12189	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_27	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	sobavosu	sobavosu	sobatida,sobadasu,sobativo	TRUE	TRUE	TRUE	7043	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_28	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	2	fugisuda	fugisuvo	fuginivo,fugidani,fugisuvo	TRUE	FALSE	TRUE	10772	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_29	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	fugidati	fugidati	fugisuvo,fugisuda,fugivoti	TRUE	TRUE	TRUE	7134	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_30	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	2	nikasuvo	nikasuvo	nikativo,nikasumu,nikamuti	TRUE	TRUE	TRUE	12346	FALSE	NA	3
8ea6161cq-af87-379d-2ed9_31	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	sobadani	sobadani	sobasuda,sobamusu,sobanimu	TRUE	TRUE	TRUE	3953	FALSE	NA	2
8ea6161cq-af87-379d-2ed9_32	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	3	kalisuda	kalivosu	kalinivo,kalivosu,kalidani	TRUE	FALSE	TRUE	5488	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_33	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	3	kalinivo	kalidani	kalitida,kalitivo,kalidani	TRUE	FALSE	TRUE	3884	TRUE	NA	0
8ea6161cq-af87-379d-2ed9_34	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	fugisumu	fugisumu	fugidasu,fugidati,fugitimu	TRUE	TRUE	TRUE	8664	TRUE	NA	0
8ea6161cq-af87-379d-2ed9_35	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	3	sobatimu	sobadati	sobadati,sobasuda,sobamusu	TRUE	FALSE	TRUE	7172	TRUE	NA	0
8ea6161cq-af87-379d-2ed9_36	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	fugivosu	fugivosu	fugimusu,fugivoti,fugitimu	TRUE	TRUE	TRUE	5361	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_37	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	sobasuda	sobasuda	sobasumu,sobadati,sobatimu	TRUE	TRUE	TRUE	5459	TRUE	NA	0
8ea6161cq-af87-379d-2ed9_38	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	sobavosu	sobavosu	sobativo,sobasumu,sobamuti	TRUE	TRUE	TRUE	7343	FALSE	NA	4
8ea6161cq-af87-379d-2ed9_39	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	sobativo	sobativo	sobatimu,sobasuvo,sobamusu	TRUE	TRUE	TRUE	3822	FALSE	NA	4
8ea6161cq-af87-379d-2ed9_40	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	TRUE	3	sobanivo	sobanivo	sobasuvo,sobasumu,sobamuni	TRUE	TRUE	TRUE	17566	TRUE	NA	0
8ea6161cq-af87-379d-2ed9_41	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	3	nikavoti	nikadati	nikavoni,nikanida,nikadati	TRUE	FALSE	TRUE	4976	FALSE	NA	1
8ea6161cq-af87-379d-2ed9_42	8ea6161cq-af87-379d-2ed9	AMNRYECHXZY34	Random	FALSE	3	kalinimu	kalidasu	kalinida,kalisumu,kalidasu	TRUE	FALSE	FALSE	11181	FALSE	NA	2
